t,q,tau
14.804,-0.978139994,24.45754825
14.808,-0.973561852,21.74113018
14.812,-0.968963101,18.99062562
14.816,-0.964345036,16.13015013
14.82,-0.95970968,13.01183882
14.824,-0.955608216,-22.98120812
14.828,-0.952592538,-25.40142056
14.832,-0.950894355,-25.55099344
14.836,-0.950409489,-24.83535466
14.84,-0.95109038,-34.04394536
14.844,-0.953060776,-34.26149971
14.848,-0.956413007,-38.59419704
14.852,-0.961237599,-43.64164157
14.856,-0.967593265,-46.63979497
14.86,-0.975481149,-43.79809852
14.864,-0.984836832,-35.50172902
14.868,-0.995540393,-26.31163286
14.872,-1.007423695,-16.5041699
14.876,-1.020271164,-6.522449901
14.88,-1.033904767,-6.683236484
14.884,-1.048238675,-10.11780576
14.888,-1.063216346,-15.58620673
14.892,-1.078781178,-16.56903326
14.896,-1.094865173,-15.34947914
14.9,-1.111401002,-13.78988231
14.904,-1.128324517,-12.15797031
14.908,-1.145575228,-10.53631618
14.912,-1.163094282,-8.931962314
14.916,-1.180823947,-7.339716931
14.92,-1.19871023,-5.808863192
14.924,-1.216702774,-4.320049819
14.928,-1.234755224,-2.87326854
14.932,-1.25282157,-1.437076824
14.936,-1.270860735,-0.10203702
14.94,-1.288835716,1.206034394
14.944,-1.30664786,13.26792693
14.948,-1.324171867,16.84109603
14.952,-1.341357567,17.6854429
14.956,-1.358128692,17.82917574
14.96,-1.374449912,11.60818498
14.964,-1.390415945,7.762969861
14.968,-1.406094625,7.971160819
14.972,-1.421505451,8.667165133
14.976,-1.436645026,9.722428089
14.98,-1.451497331,11.01288347
14.984,-1.466038124,12.4643217
14.988,-1.4802439,13.22321586
14.992,-1.494101256,13.12157755
14.996,-1.507603181,12.92113413
15,-1.520742231,12.7141909
15.004,-1.533509488,12.52895906
15.008,-1.545895196,12.36225513
15.012,-1.557889428,12.20369478
15.016,-1.569482244,12.04740246
15.02,-1.580664708,11.73216855
15.024,-1.591432174,10.91493114
15.028,-1.601784465,9.960750872
15.032,-1.611722475,8.985901886
15.036,-1.621246844,8.029890904
15.04,-1.630357457,7.11568374
15.044,-1.639053334,6.245119015
15.048,-1.647332638,5.415543261
15.052,-1.655192714,4.623864924
15.056,-1.662630195,3.868005328
15.06,-1.669641113,3.14443902
15.064,-1.676220965,2.437728907
15.068,-1.682364806,1.749746434
15.072,-1.688067339,1.081779561
15.076,-1.693323024,0.432075188
15.08,-1.698126151,-0.200448927
15.084,-1.70247093,-0.816860582
15.088,-1.706351629,-1.417833522
15.092,-1.70976265,-2.00446264
15.096,-1.712698585,-2.577874257
15.1,-1.715154257,-3.139382376
15.104,-1.717124779,-3.690434222
15.108,-1.718605609,-4.232395833
15.112,-1.719592585,-4.765679926
15.116,-1.720082008,-5.291527656
15.12,-1.720070721,-5.81081001
15.124,-1.719556165,-6.324262786
15.128,-1.718534156,-6.419296398
15.132,-1.716987682,-4.529215612
15.136,-1.714891413,-3.332202222
15.14,-1.712229061,-2.951630698
15.144,-1.708994964,-3.464333576
15.148,-1.705194822,-4.893656817
15.152,-1.700845868,-7.222290866
15.156,-1.695976475,-10.39413894
15.16,-1.690616607,-12.67197054
15.164,-1.684783406,-13.32792027
15.168,-1.678484148,-13.79311058
15.172,-1.671725401,-14.18528742
15.176,-1.664514037,-14.56224281
15.18,-1.656857527,-14.93366223
15.184,-1.648763897,-15.30323371
15.188,-1.640241657,-15.67054844
15.192,-1.631299782,-16.03566417
15.196,-1.621947698,-16.39882668
15.2,-1.61219525,-16.76073323
15.204,-1.602052643,-17.12100669
15.208,-1.591530387,-17.47978673
15.212,-1.580639276,-17.83771751
15.216,-1.56939037,-18.19500864
15.22,-1.557794958,-18.55219827
15.224,-1.545864534,-18.90990902
15.228,-1.533610772,-19.26849042
15.232,-1.521045518,-19.62906368
15.236,-1.508180749,-19.98917177
15.24,-1.495028531,-20.35496958
15.244,-1.481600975,-20.72282173
15.248,-1.467910161,-21.09236304
15.252,-1.453968112,-21.46560721
15.256,-1.439786774,-21.8411347
15.26,-1.425373817,-24.55057034
15.264,-1.410731698,-26.68031938
15.268,-1.395863906,-28.06373074
15.272,-1.380777725,-28.63372429
15.276,-1.36549042,-28.17065802
15.28,-1.350032814,-26.78632818
15.284,-1.334443435,-24.47534657
15.288,-1.318763421,-22.15269522
15.292,-1.30303081,-22.14833161
15.296,-1.287278215,-22.2828084
15.3,-1.271535716,-22.48392457
15.304,-1.255832777,-22.6885992
15.308,-1.240199072,-22.89219199
15.312,-1.224664787,-23.09327343
15.316,-1.209260683,-23.29223913
15.32,-1.194018102,-23.4897547
15.324,-1.178968974,-23.68743754
15.328,-1.164145865,-23.88691842
15.332,-1.149582048,-24.08994419
15.336,-1.135311591,-24.29824328
15.34,-1.121369434,-24.51332385
15.344,-1.10779145,-24.73642536
15.348,-1.094614481,-24.96857654
15.352,-1.081876329,-25.21063644
15.356,-1.069615721,-25.4633907
15.36,-1.057872231,-25.72758834
15.364,-1.046686183,-26.00402443
15.368,-1.036098534,-26.29348287
15.372,-1.02615072,-26.59672912
15.376,-1.016884488,-26.91447832
15.38,-1.008341701,-27.24734885
15.384,-1.000564112,-27.59581148
15.388,-0.993593099,-27.96036577
15.392,-0.987469363,-28.34137308
15.396,-0.982232631,-28.73798867
15.4,-0.977921322,-29.15084308
15.404,-0.974572149,-29.57713818
15.408,-0.972220174,-29.26372014
15.412,-0.970898205,-29.07198332
15.416,-0.970635598,-29.14636438
15.42,-0.970854136,-2.62100651
15.424,-0.970824092,-1.386005125
15.428,-0.970445077,-1.123889513
15.432,-0.970705706,-1.102643616
15.436,-0.974444173,-0.869937068
15.44,-0.980245283,-0.984143928
15.444,-0.986234194,-1.267219678
15.448,-0.991786949,-1.100344267
15.452,-0.996972661,-0.51635462
15.456,-1.001918914,0.774334057
15.46,-1.006740079,2.288814026
15.464,-1.011495393,3.911600463
15.468,-1.016184349,5.631410575
15.472,-1.020763647,7.492939161
15.476,-1.025171167,9.394242554
15.48,-1.029373618,11.33590146
15.484,-1.033684555,13.33329576
15.488,-1.038239885,15.35164085
15.492,-1.04289124,17.24448672
15.496,-1.047536121,19.00179484
15.5,-1.052128102,20.65999647
15.504,-1.056659845,22.30738539
15.508,-1.061139988,23.96228539
15.512,-1.065579254,25.54383726
15.516,-1.069983534,27.08971245
15.52,-1.074352309,28.64156976
15.524,-1.078680861,30.23318569
15.528,-1.08296359,31.89399796
15.532,-1.087196481,33.64745426
15.536,-1.091377863,35.50975901
15.54,-1.095507793,37.48540625
15.544,-1.099586926,39.56025379
15.548,-1.103615551,41.6769018
15.552,-1.107593044,43.91161131
15.556,-1.111518167,46.25559355
15.56,-1.115389481,48.69144849
15.564,-1.119205656,51.19844408
15.568,-1.122965651,53.75535529
15.572,-1.126668737,56.281424
15.576,-1.130314649,58.68478608
15.58,-1.13390357,61.08513769
15.584,-1.137436043,63.47540745
15.588,-1.14091258,65.84662815
15.592,-1.144333338,68.20194912
15.596,-1.147698025,70.60173982
15.6,-1.151006,73.11283681
15.604,-1.154256539,75.60141949
15.608,-1.157448792,78.06095811
15.612,-1.160581801,80.51941616
15.616,-1.163654621,82.99733536
15.62,-1.166666605,85.51346624
15.624,-1.169617415,88.1042986
15.628,-1.172506866,90.76150351
15.632,-1.175335194,93.45244449
15.636,-1.178102597,96.09126788
15.64,-1.180808638,99.17453875
15.644,-1.183454485,102.2658144
15.648,-1.186041733,105.4027047
15.652,-1.18857176,108.5349519
15.656,-1.191047152,111.6089284
15.66,-1.193469821,115.0015905
15.664,-1.195518567,142.3396367
15.668,-1.197468032,120.487276
15.672,-1.199711537,107.8707847
15.676,-1.201983051,116.2779246
15.68,-1.204022795,130.4084795
15.684,-1.205942004,134.3932062
15.688,-1.207842278,145.0756947
15.692,-1.209658709,156.6514285
15.696,-1.211277375,164.6469711
15.7,-1.212747799,162.1915578
15.704,-1.214211831,151.2723688
15.708,-1.215839663,138.7279333
15.712,-1.217562316,127.2506231
15.716,-1.219131096,117.1416131
15.72,-1.220548331,119.4369752
15.724,-1.221848492,126.8663734
15.728,-1.222839535,138.749967
15.732,-1.223298697,140.0359823
15.736,-1.223081037,139.9980301
15.74,-1.22224173,139.4606555
15.744,-1.221134558,138.5945846
15.748,-1.219928099,137.3758522
15.752,-1.218678351,135.7545147
15.756,-1.217418623,133.5486093
15.76,-1.216166505,131.2151095
15.764,-1.215240217,128.6975798
15.768,-1.214643217,125.9868819
15.772,-1.214090733,122.8946034
15.776,-1.213531537,119.8400969
15.78,-1.213174615,103.7974618
15.784,-1.213100158,93.53181679
15.788,-1.213036855,91.30598126
15.792,-1.212749781,90.16710565
15.796,-1.212263681,89.09318548
15.8,-1.211409654,103.599601
15.804,-1.210364813,100.6362218
15.808,-1.209452478,98.5070986
15.812,-1.208591624,96.57473671
15.816,-1.207638572,94.71084165
15.82,-1.20673373,93.04495397
15.824,-1.205905208,91.52748022
15.828,-1.205135241,90.79401623
15.832,-1.204433441,90.98487361
15.836,-1.20380346,91.22780683
15.84,-1.20323158,91.54373765
15.844,-1.202696379,91.95052226
15.848,-1.202183708,92.48385465
15.852,-1.201691827,93.13401947
15.856,-1.201229013,93.87185376
15.86,-1.200806218,94.77902247
15.864,-1.200424927,96.1473998
15.868,-1.200090453,97.52063883
15.872,-1.199814263,98.86255406
15.876,-1.199599354,100.1847931
15.88,-1.199437564,101.5071356
15.884,-1.19931496,102.8557487
15.888,-1.199217818,104.2816762
15.892,-1.199136371,105.8253645
15.896,-1.199067119,107.466072
15.9,-1.199012419,109.2284057
15.904,-1.198978607,111.0860392
15.908,-1.198974266,113.0283228
15.912,-1.199008501,115.0444772
15.916,-1.199089229,117.1228902
15.92,-1.199221558,119.2344821
15.924,-1.199407859,121.3810046
15.928,-1.199648003,123.5551412
15.932,-1.199939058,125.7694169
15.936,-1.200275929,128.0325635
15.94,-1.200652789,130.3488467
15.944,-1.201064285,132.7170678
15.948,-1.201506031,135.1213765
15.952,-1.201974554,137.5198942
15.956,-1.202467251,139.9199738
15.96,-1.20298137,142.3183809
15.964,-1.203512844,144.7056522
15.968,-1.204056282,146.9255975
15.972,-1.204608593,146.6505619
15.976,-1.205164974,147.0789271
15.98,-1.20571909,148.3384469
15.984,-1.206263091,150.5152598
15.988,-1.206787401,153.6643279
15.992,-1.2072836,157.7708576
15.996,-1.207747295,162.831993
16,-1.208182035,166.9805307
16.004,-1.208598864,169.3270376
16.008,-1.209010428,171.3268523
16.012,-1.209425198,173.0889607
16.016,-1.209842602,174.6502681
16.02,-1.210254176,176.0924807
16.024,-1.2106483,177.4510782
16.028,-1.211014516,178.7874041
16.032,-1.211345779,180.0696378
16.036,-1.211638893,181.3224296
16.04,-1.211892586,182.5415853
16.044,-1.212106272,183.7493448
16.048,-1.212279423,184.9256735
16.052,-1.21241101,186.0577092
16.056,-1.212499367,187.1385365
16.06,-1.21254218,188.1661375
16.064,-1.212536747,189.1415709
16.068,-1.212480422,190.0681519
16.072,-1.212370862,190.9670464
16.076,-1.212206118,191.8271035
16.08,-1.211984644,192.5964217
16.084,-1.21170579,193.2903508
16.088,-1.211370134,193.9747098
16.092,-1.210978066,194.6664638
16.096,-1.210528805,195.3596035
16.1,-1.210015643,199.1732446
16.104,-1.209431842,203.1571319
16.108,-1.208773706,206.247928
16.112,-1.208040239,207.9577171
16.116,-1.207237483,207.1655656
16.12,-1.206378145,204.1638326
16.124,-1.205463694,198.2817365
16.128,-1.204494876,191.3278679
16.132,-1.203485234,188.507984
16.136,-1.20243409,186.6497618
16.14,-1.201328945,185.1440454
16.144,-1.200164336,183.8060769
16.148,-1.198941941,182.5976679
16.152,-1.197666949,181.4788355
16.156,-1.196346746,180.4063616
16.16,-1.194990382,179.3327773
16.164,-1.193606995,178.2335974
16.168,-1.192203415,177.0889579
16.172,-1.190782835,175.893904
16.176,-1.189345303,174.6554128
16.18,-1.187889171,173.3882133
16.184,-1.186412483,172.1087951
16.188,-1.184913787,170.830787
16.192,-1.18339248,169.5616102
16.196,-1.181848939,168.2995413
16.2,-1.180284579,167.0446488
16.204,-1.178701688,165.7936303
16.208,-1.177103077,164.5425957
16.212,-1.175491637,163.2893392
16.216,-1.173869945,162.0346891
16.22,-1.172240023,160.7828456
16.224,-1.170603302,159.5409339
16.228,-1.168960713,158.318861
16.232,-1.167312896,157.1611538
16.236,-1.165660172,156.0186413
16.24,-1.164002807,154.9231343
16.244,-1.162341249,153.8918297
16.248,-1.160674966,152.1749556
16.252,-1.159008681,150.629916
16.256,-1.157347385,149.4649908
16.26,-1.155965519,134.7066969
16.264,-1.15445581,142.2168703
16.268,-1.15256315,141.9429996
16.272,-1.150560006,141.444668
16.276,-1.148632446,140.8431223
16.28,-1.146796333,138.0670703
16.284,-1.145054283,129.355361
16.288,-1.143345709,125.6834853
16.292,-1.141583089,124.1097904
16.296,-1.139732684,122.8890691
16.3,-1.137778806,121.8930319
16.304,-1.135705369,120.7990513
16.308,-1.13350134,119.8224892
16.312,-1.131171332,118.6523011
16.316,-1.128736432,117.20585
16.32,-1.126223471,115.7160377
16.324,-1.123659524,114.2686276
16.328,-1.121062329,112.9267198
16.332,-1.118439684,111.2860392
16.336,-1.115794328,109.0898461
16.34,-1.113120677,106.7979594
16.344,-1.110407035,104.4907702
16.348,-1.107640571,102.1885636
16.352,-1.104809985,99.97369075
16.356,-1.101907733,97.85187862
16.36,-1.098930784,95.80679768
16.364,-1.095879905,93.81622802
16.368,-1.092758393,91.84962981
16.372,-1.089570711,89.87191618
16.376,-1.086321159,87.84917724
16.38,-1.08301282,85.75539127
16.384,-1.079646927,83.64698216
16.388,-1.076223244,81.44884502
16.392,-1.072740665,79.16296412
16.396,-1.069197775,76.80790332
16.4,-1.065593522,74.40460969
16.404,-1.061927722,71.97230413
16.408,-1.05820125,69.52581434
16.412,-1.054415899,67.07482313
16.416,-1.050574086,64.76479113
16.42,-1.046678101,62.5065242
16.424,-1.042729626,60.24860369
16.428,-1.038729902,57.99401557
16.432,-1.034679984,55.74175629
16.436,-1.030580626,53.43819673
16.44,-1.026432195,51.02973865
16.444,-1.022235293,48.62604457
16.448,-1.017990775,46.24086355
16.452,-1.013699818,43.85991244
16.456,-1.009364156,41.47331898
16.46,-1.004985922,39.07459912
16.464,-1.00056755,36.64427314
16.468,-0.996111563,34.16110174
16.472,-0.991620828,31.66235108
16.476,-0.987099103,29.20374533
16.48,-0.982550152,26.67555716
16.484,-0.977976201,23.96140273
16.488,-0.973378997,21.24617769
16.492,-0.968761219,18.49873046
16.496,-0.96412497,15.72311409
16.5,-0.959472037,12.62991992
16.504,-0.954805832,9.370825523
16.508,-0.950655875,-23.01338055
16.512,-0.947587078,-25.43920361
16.516,-0.945764955,-25.67785628
16.52,-0.945140167,-34.82405972
16.524,-0.945852309,-34.91636876
16.528,-0.947968076,-34.8584678
16.532,-0.951537455,-38.984263
16.536,-0.956622747,-44.1222467
16.54,-0.963263362,-46.98781182
16.544,-0.971442753,-42.7437932
16.548,-0.981082354,-34.52735114
16.552,-0.992051787,-25.46072974
16.556,-1.00417308,-15.84824873
16.56,-1.017224236,-6.114828603
16.564,-1.031027905,-6.730929086
16.568,-1.045502381,-10.55097065
16.572,-1.060595752,-16.30152753
16.576,-1.076251515,-15.52387319
16.58,-1.092401623,-14.22143138
16.584,-1.108981171,-12.67560034
16.588,-1.125928912,-11.13280948
16.592,-1.143186385,-9.600047262
16.596,-1.160696988,-8.083702536
16.6,-1.178406036,-6.591503961
16.604,-1.196262994,-5.129157264
16.608,-1.21421854,-3.696106305
16.612,-1.232224659,-2.271568767
16.616,-1.250239247,-0.917206716
16.62,-1.268151187,12.24977939
16.624,-1.28582437,15.60391962
16.628,-1.303206522,16.3639482
16.632,-1.320203591,16.60984855
16.636,-1.336813791,5.114252182
16.64,-1.353166772,4.917194888
16.644,-1.369310596,5.091556905
16.648,-1.385259672,5.742459031
16.652,-1.401008477,6.74021513
16.656,-1.4165402,7.973508327
16.66,-1.431831171,9.370145793
16.664,-1.44685292,10.88329464
16.668,-1.461573233,12.47413692
16.672,-1.475962059,13.34357831
16.676,-1.489999682,13.32818907
16.68,-1.503674933,13.19377308
16.684,-1.516977073,13.02436646
16.688,-1.529895877,12.85872534
16.692,-1.542422277,12.65886025
16.696,-1.554547778,12.45597547
16.7,-1.566263885,12.25816284
16.704,-1.577561921,12.04352959
16.708,-1.588436804,11.2153578
16.712,-1.59888863,10.23703649
16.716,-1.608918708,9.24471339
16.72,-1.618527978,8.282174363
16.724,-1.627716519,7.361678345
16.728,-1.636483512,6.484342734
16.732,-1.644827323,5.647669631
16.736,-1.652745608,4.849089552
16.74,-1.660235459,4.074869434
16.744,-1.667293416,3.318936457
16.748,-1.673915551,2.585435313
16.752,-1.680097488,1.877409725
16.756,-1.685834533,1.194019146
16.76,-1.691121449,0.537305043
16.764,-1.695952837,-0.105629577
16.768,-1.700323244,-0.733506464
16.772,-1.704227238,-1.348643541
16.776,-1.707659498,-1.951846783
16.78,-1.710614854,-2.542678802
16.784,-1.713088386,-3.120689701
16.788,-1.715075538,-3.686622976
16.792,-1.716572129,-4.240827254
16.796,-1.717574368,-4.784032921
16.8,-1.718078871,-5.317363731
16.804,-1.718082707,-5.842251923
16.808,-1.717583447,-6.359669706
16.812,-1.716577401,-6.541590828
16.816,-1.715048033,-4.644819694
16.82,-1.712969876,-3.436462459
16.824,-1.710326421,-3.04105613
16.828,-1.707111751,-3.535921985
16.832,-1.703331307,-4.945597123
16.836,-1.699002091,-7.25554315
16.84,-1.694152254,-10.40843879
16.844,-1.688811573,-12.67582929
16.848,-1.68299711,-13.33064905
16.852,-1.676716116,-13.79603341
16.856,-1.669975127,-14.18870582
16.86,-1.662780979,-14.56608309
16.864,-1.655141114,-14.93900696
16.868,-1.647063553,-15.31084644
16.872,-1.638556811,-15.68059497
16.876,-1.629629863,-16.04818187
16.88,-1.62029214,-16.41389778
16.884,-1.610553488,-16.77760945
16.888,-1.600424089,-17.13880242
16.892,-1.589914432,-17.49777868
16.896,-1.579035278,-17.85596151
16.9,-1.567797614,-18.21312657
16.904,-1.556212629,-18.56976683
16.908,-1.544291698,-18.92652112
16.912,-1.532046369,-19.28401463
16.916,-1.519488369,-19.64328516
16.92,-1.506629593,-20.0052504
16.924,-1.493482026,-20.36663026
16.928,-1.480057673,-20.73005861
16.932,-1.466368543,-21.09865678
16.936,-1.452426616,-21.47054868
16.94,-1.438243771,-21.84455423
16.944,-1.423827819,-24.43959654
16.948,-1.409181425,-26.59087724
16.952,-1.394308009,-27.99446342
16.956,-1.379214637,-28.58312127
16.96,-1.363918355,-28.14298074
16.964,-1.348449854,-26.78185051
16.968,-1.332847576,-24.49498316
16.972,-1.317152613,-22.18807696
16.976,-1.301402977,-22.18559052
16.98,-1.285631306,-22.32062185
16.984,-1.269867716,-22.5215987
16.988,-1.254141706,-22.72590185
16.992,-1.238482981,-22.92897863
16.996,-1.22292175,-23.1294448
17,-1.207488802,-23.32772675
17.004,-1.192215513,-23.52470737
17.008,-1.177133858,-23.72158011
17.012,-1.162276457,-23.92004307
17.016,-1.147676652,-24.12214295
17.02,-1.133368592,-24.32952436
17.024,-1.119387309,-24.5437212
17.028,-1.105768776,-24.76598137
17.032,-1.092549938,-24.99732434
